NRKARTY;DATAW;MASA;JEDN;FIRMA;NR_KLIENTA;NR_ODPADU;NR_MAGW
363/0W/2008;18.04.2008;7,560;Mg.;0;6 357;814;9 171
364/0W/2008;22.04.2008;5,300;Mg.;0;6 357;567;9 172
365/0W/2008;22.04.2008;2,500;Mg.;0;6 357;694;9 173
366/0W/2008;29.04.2008;8,640;Mg.;0;6 357;567;9 174
469/1W/2008;30.04.2008;8,700;Mg.;1;1 431;565;9 175
470/1W/2008;28.05.2008;6,920;Mg.;1;1 431;565;9 176
471/1W/2008;11.06.2008;3,490;Mg.;1;313;565;9 177
472/1W/2008;16.06.2008;4,860;Mg.;1;1 763;565;9 178
473/1W/2008;16.06.2008;7,340;Mg.;1;1 761;564;9 179
474/1W/2008;02.06.2008;15,130;Mg.;1;4 774;570;9 180
475/1W/2008;30.05.2008;12,680;Mg.;1;5 586;579;9 181
476/1W/2008;07.05.2008;4,260;Mg.;1;2 001;579;9 182
477/1W/2008;07.05.2008;9,140;Mg.;1;2 013;579;9 183
478/1W/2008;02.06.2008;32,540;Mg.;1;1 756;570;9 184
479/1W/2008;02.06.2008;30,760;Mg.;1;1 756;570;9 185
480/1W/2008;03.06.2008;13,280;Mg.;1;1 756;570;9 186
481/1W/2008;11.06.2008;8,020;Mg.;1;6 118;579;9 187
482/1W/2008;12.06.2008;3,540;Mg.;1;6 118;579;9 188
483/1W/2008;13.06.2008;6,800;Mg.;1;6 118;579;9 189
484/1W/2008;17.06.2008;9,630;Mg.;1;6 118;579;9 190
367/0W/2008;19.03.2008;1,500;Mg.;0;2 382;102;9 191
368/0W/2008;19.03.2008;1,200;Mg.;0;2 382;260;9 192
369/0W/2008;19.03.2008;2,300;Mg.;0;2 382;330;9 193
370/0W/2008;19.03.2008;1,900;Mg.;0;2 382;345;9 194
371/0W/2008;19.03.2008;2,300;Mg.;0;2 382;565;9 195
372/0W/2008;19.03.2008;4,300;Mg.;0;2 382;594;9 196
373/0W/2008;06.03.2008;3,200;Mg.;0;2 382;595;9 197
374/0W/2008;06.03.2008;1,000;Mg.;0;2 382;612;9 198
375/0W/2008;06.03.2008;1,420;Mg.;0;2 382;651;9 199
376/0W/2008;06.03.2008;0,120;Mg.;0;2 382;673;9 200
377/0W/2008;06.03.2008;2,420;Mg.;0;2 382;566;9 201
378/0W/2008;20.05.2008;3,661;Mg.;0;5 322;522;9 202
379/0W/2008;07.03.2008;1,900;Mg.;0;2 382;102;9 203
380/0W/2008;07.03.2008;1,739;Mg.;0;2 382;106;9 204
381/0W/2008;07.03.2008;1,520;Mg.;0;2 382;247;9 205
382/0W/2008;07.03.2008;1,861;Mg.;0;2 382;568;9 206
383/0W/2008;07.03.2008;0,800;Mg.;0;2 382;564;9 207
384/0W/2008;07.03.2008;1,350;Mg.;0;2 382;565;9 208
385/0W/2008;07.03.2008;2,100;Mg.;0;2 382;566;9 209
386/0W/2008;07.03.2008;3,000;Mg.;0;2 382;568;9 210
387/0W/2008;07.03.2008;0,500;Mg.;0;2 382;570;9 211
388/0W/2008;07.03.2008;5,250;Mg.;0;2 382;595;9 212
389/0W/2008;07.03.2008;3,060;Mg.;0;2 382;651;9 213
390/0W/2008;07.03.2008;0,550;Mg.;0;2 382;653;9 214
391/0W/2008;07.03.2008;3,500;Mg.;0;2 382;719;9 215
392/0W/2008;07.03.2008;0,370;Mg.;0;2 382;568;9 216
393/0W/2008;07.03.2008;1,341;Mg.;0;2 382;271;9 217
394/0W/2008;07.03.2008;1,757;Mg.;0;2 382;276;9 218
395/0W/2008;07.03.2008;0,100;Mg.;0;2 382;277;9 219
396/0W/2008;07.03.2008;1,948;Mg.;0;2 382;329;9 220
397/0W/2008;07.03.2008;1,710;Mg.;0;2 382;330;9 221
398/0W/2008;07.03.2008;2,540;Mg.;0;2 382;345;9 222
399/0W/2008;07.03.2008;1,804;Mg.;0;2 382;347;9 223
400/0W/2008;08.03.2008;3,000;Mg.;0;2 382;345;9 224
401/0W/2008;08.03.2008;1,096;Mg.;0;2 382;347;9 225
402/0W/2008;08.03.2008;1,680;Mg.;0;2 382;357;9 226
403/0W/2008;08.03.2008;0,967;Mg.;0;2 382;365;9 227
404/0W/2008;08.03.2008;4,084;Mg.;0;2 382;367;9 228
405/0W/2008;08.03.2008;0,004;Mg.;0;2 382;370;9 229
406/0W/2008;08.03.2008;0,594;Mg.;0;2 382;373;9 230
407/0W/2008;08.03.2008;1,700;Mg.;0;2 382;376;9 231
408/0W/2008;08.03.2008;0,015;Mg.;0;2 382;384;9 232
409/0W/2008;08.03.2008;0,095;Mg.;0;2 382;496;9 233
410/0W/2008;08.03.2008;0,290;Mg.;0;2 382;505;9 234
411/0W/2008;08.03.2008;2,000;Mg.;0;2 382;564;9 235
412/0W/2008;08.03.2008;4,655;Mg.;0;2 382;566;9 236
413/0W/2008;08.03.2008;5,000;Mg.;0;2 382;102;9 237
414/0W/2008;08.03.2008;2,800;Mg.;0;2 382;247;9 238
415/0W/2008;08.03.2008;4,800;Mg.;0;2 382;260;9 239
416/0W/2008;08.03.2008;3,520;Mg.;0;2 382;271;9 240
417/0W/2008;08.03.2008;2,200;Mg.;0;2 382;276;9 241
418/0W/2008;08.03.2008;1,350;Mg.;0;2 382;330;9 242
419/0W/2008;08.03.2008;2,500;Mg.;0;2 382;376;9 243
420/0W/2008;08.03.2008;2,290;Mg.;0;2 382;507;9 244
421/0W/2008;10.03.2008;3,710;Mg.;0;2 382;507;9 245
422/0W/2008;10.03.2008;0,020;Mg.;0;2 382;511;9 246
423/0W/2008;10.03.2008;1,849;Mg.;0;2 382;594;9 247
424/0W/2008;10.03.2008;0,224;Mg.;0;2 382;597;9 248
425/0W/2008;10.03.2008;1,375;Mg.;0;2 382;598;9 249
258/0W/2009;17.03.2009;24,660;Mg.;0;1 494;531;11 928
426/0W/2008;10.03.2008;1,000;Mg.;0;2 382;651;9 250
427/0W/2008;10.03.2008;2,462;Mg.;0;2 382;837;9 251
428/0W/2008;10.03.2008;1,538;Mg.;0;2 382;837;9 252
429/0W/2008;10.03.2008;0,000;Mg.;0;2 382;841;9 253
430/0W/2008;10.03.2008;3,321;Mg.;0;2 382;595;9 254
431/0W/2008;10.03.2008;4,500;Mg.;0;2 382;569;9 255
432/0W/2008;10.03.2008;2,567;Mg.;0;2 382;566;9 256
433/0W/2008;10.03.2008;3,618;Mg.;0;2 382;565;9 257
434/0W/2008;10.03.2008;2,480;Mg.;0;2 382;271;9 258
435/0W/2008;10.03.2008;3,800;Mg.;0;2 382;276;9 259
436/0W/2008;10.03.2008;3,000;Mg.;0;2 382;329;9 260
437/0W/2008;10.03.2008;3,650;Mg.;0;2 382;330;9 261
438/0W/2008;10.03.2008;3,870;Mg.;0;2 382;345;9 262
439/0W/2008;10.03.2008;1,200;Mg.;0;2 382;345;9 263
440/0W/2008;10.03.2008;4,140;Mg.;0;2 382;565;9 264
441/0W/2008;11.03.2008;3,585;Mg.;0;2 382;355;9 265
442/0W/2008;11.03.2008;2,930;Mg.;0;2 382;345;9 266
443/0W/2008;11.03.2008;2,000;Mg.;0;2 382;276;9 267
444/0W/2008;11.03.2008;1,500;Mg.;0;2 382;271;9 268
445/0W/2008;11.03.2008;2,500;Mg.;0;2 382;376;9 269
446/0W/2008;11.03.2008;1,500;Mg.;0;2 382;565;9 270
447/0W/2008;11.03.2008;1,850;Mg.;0;2 382;564;9 271
448/0W/2008;11.03.2008;3,495;Mg.;0;2 382;568;9 272
449/0W/2008;11.03.2008;2,100;Mg.;0;2 382;595;9 273
450/0W/2008;11.03.2008;1,500;Mg.;0;2 382;594;9 274
451/0W/2008;11.03.2008;2,000;Mg.;0;2 382;598;9 275
452/0W/2008;11.03.2008;0,800;Mg.;0;2 382;651;9 276
453/0W/2008;11.03.2008;0,380;Mg.;0;2 382;564;9 277
454/0W/2008;11.03.2008;1,000;Mg.;0;2 382;565;9 278
455/0W/2008;11.03.2008;2,500;Mg.;0;2 382;271;9 279
456/0W/2008;11.03.2008;3,000;Mg.;0;2 382;276;9 280
457/0W/2008;11.03.2008;2,000;Mg.;0;2 382;345;9 281
458/0W/2008;11.03.2008;2,380;Mg.;0;2 382;565;9 282
459/0W/2008;11.03.2008;2,000;Mg.;0;2 382;276;9 283
460/0W/2008;11.03.2008;1,100;Mg.;0;2 382;345;9 284
461/0W/2008;11.03.2008;0,900;Mg.;0;2 382;271;9 285
462/0W/2008;11.03.2008;1,100;Mg.;0;2 382;564;9 286
463/0W/2008;11.03.2008;0,800;Mg.;0;2 382;565;9 287
464/0W/2008;11.03.2008;2,260;Mg.;0;2 382;566;9 288
465/0W/2008;10.03.2008;0,056;Mg.;0;2 382;833;9 289
466/0W/2008;12.03.2008;2,500;Mg.;0;2 382;803;9 290
467/0W/2008;12.03.2008;5,300;Mg.;0;2 382;651;9 291
468/0W/2008;12.03.2008;2,380;Mg.;0;2 382;595;9 292
469/0W/2008;12.03.2008;1,500;Mg.;0;2 382;594;9 293
470/0W/2008;12.03.2008;0,500;Mg.;0;2 382;576;9 294
471/0W/2008;12.03.2008;1,900;Mg.;0;2 382;345;9 295
472/0W/2008;12.03.2008;3,960;Mg.;0;2 382;565;9 296
473/0W/2008;12.03.2008;1,334;Mg.;0;2 382;833;9 297
474/0W/2008;12.03.2008;2,500;Mg.;0;2 382;830;9 298
475/0W/2008;12.03.2008;2,500;Mg.;0;2 382;803;9 299
476/0W/2008;12.03.2008;2,726;Mg.;0;2 382;798;9 300
477/0W/2008;12.03.2008;2,100;Mg.;0;2 382;651;9 301
478/0W/2008;12.03.2008;0,200;Mg.;0;2 382;576;9 302
479/0W/2008;12.03.2008;3,320;Mg.;0;2 382;830;9 303
480/0W/2008;13.03.2008;2,274;Mg.;0;2 382;798;9 304
481/0W/2008;13.03.2008;1,000;Mg.;0;2 382;833;9 305
482/0W/2008;13.03.2008;1,800;Mg.;0;2 382;651;9 306
483/0W/2008;13.03.2008;2,046;Mg.;0;2 382;565;9 307
484/0W/2008;13.03.2008;2,580;Mg.;0;2 382;651;9 308
485/0W/2008;13.03.2008;0,200;Mg.;0;2 382;681;9 309
486/0W/2008;13.03.2008;0,150;Mg.;0;2 382;688;9 310
487/0W/2008;13.03.2008;1,000;Mg.;0;2 382;798;9 311
488/0W/2008;13.03.2008;1,000;Mg.;0;2 382;833;9 312
489/0W/2008;13.03.2008;3,180;Mg.;0;2 382;830;9 313
490/0W/2008;13.03.2008;2,100;Mg.;0;2 382;595;9 314
491/0W/2008;13.03.2008;2,000;Mg.;0;2 382;594;9 315
492/0W/2008;13.03.2008;5,570;Mg.;0;2 382;568;9 316
493/0W/2008;14.03.2008;2,100;Mg.;0;2 382;271;9 317
494/0W/2008;14.03.2008;0,000;Mg.;0;2 382;276;9 318
495/0W/2008;14.03.2008;5,000;Mg.;0;2 382;276;9 319
496/0W/2008;14.03.2008;1,000;Mg.;0;2 382;345;9 320
497/0W/2008;14.03.2008;5,740;Mg.;0;2 382;566;9 321
498/0W/2008;14.03.2008;4,101;Mg.;0;2 382;568;9 322
499/0W/2008;14.03.2008;2,959;Mg.;0;2 382;565;9 323
485/1W/2008;18.06.2008;8,260;Mg.;1;6 118;579;9 324
486/1W/2008;22.04.2008;2,565;Mg.;1;1 762;565;9 325
500/0W/2008;29.05.2008;3,006;Mg.;0;5 322;538;9 326
501/0W/2008;29.05.2008;15,041;Mg.;0;5 322;529;9 327
502/0W/2008;29.05.2008;4,793;Mg.;0;5 322;522;9 328
487/1W/2008;15.04.2008;0,680;Mg.;1;2 001;579;9 329
488/1W/2008;31.05.2008;57,420;Mg.;1;6 434;564;9 330
489/1W/2008;29.05.2008;36,680;Mg.;1;6 434;564;9 331
490/1W/2008;21.05.2008;19,580;Mg.;1;6 434;564;9 332
491/1W/2008;04.06.2008;21,800;Mg.;1;4 774;570;9 333
492/1W/2008;06.06.2008;12,440;Mg.;1;4 774;570;9 334
493/1W/2008;10.06.2008;16,200;Mg.;1;4 774;570;9 335
494/1W/2008;09.06.2008;17,980;Mg.;1;6 091;570;9 336
495/1W/2008;05.06.2008;8,620;Mg.;1;6 091;570;9 337
496/1W/2008;11.06.2008;24,200;Mg.;1;6 091;570;9 338
497/1W/2008;05.06.2008;62,380;Mg.;1;1 756;570;9 339
498/1W/2008;07.06.2008;62,260;Mg.;1;1 756;570;9 340
499/1W/2008;09.06.2008;21,930;Mg.;1;1 756;570;9 341
500/1W/2008;24.06.2008;6,000;Mg.;1;6 118;579;9 342
501/1W/2008;23.06.2008;8,500;Mg.;1;6 118;579;9 343
502/1W/2008;19.06.2008;6,080;Mg.;1;6 118;579;9 344
503/1W/2008;25.06.2008;4,760;Mg.;1;1 763;565;9 345
504/1W/2008;05.06.2008;27,050;Mg.;1;1 756;570;9 346
505/1W/2008;06.06.2008;20,540;Mg.;1;1 756;570;9 347
506/1W/2008;10.06.2008;31,470;Mg.;1;1 756;570;9 348
507/1W/2008;10.06.2008;8,340;Mg.;1;1 756;570;9 349
508/1W/2008;12.06.2008;16,260;Mg.;1;1 756;570;9 350
509/1W/2008;12.06.2008;15,720;Mg.;1;1 756;570;9 351
510/1W/2008;17.06.2008;1,820;Mg.;1;1 756;570;9 352
511/1W/2008;18.06.2008;31,860;Mg.;1;1 756;570;9 353
512/1W/2008;19.06.2008;1,960;Mg.;1;1 756;570;9 354
513/1W/2008;20.06.2008;62,150;Mg.;1;1 756;570;9 355
514/1W/2008;05.06.2008;9,060;Mg.;1;1 431;565;9 356
515/1W/2008;18.06.2008;13,920;Mg.;1;2 001;579;9 357
516/1W/2008;02.06.2008;14,160;Mg.;1;2 001;579;9 358
517/1W/2008;06.06.2008;17,700;Mg.;1;2 001;579;9 359
518/1W/2008;13.06.2008;1,740;Mg.;1;2 001;579;9 360
519/1W/2008;05.06.2008;4,300;Mg.;1;2 001;579;9 361
520/1W/2008;05.06.2008;4,140;Mg.;1;6 227;579;9 362
521/1W/2008;24.06.2008;2,540;Mg.;1;313;565;9 363
522/1W/2008;06.06.2008;11,160;Mg.;1;2 001;579;9 364
523/1W/2008;19.06.2008;9,600;Mg.;1;2 001;579;9 365
524/1W/2008;02.06.2008;12,220;Mg.;1;2 001;579;9 366
525/1W/2008;16.06.2008;18,090;Mg.;1;4 774;570;9 367
526/1W/2008;13.06.2008;0,000;Mg.;1;2 195;565;9 368
527/1W/2008;18.06.2008;10,880;Mg.;1;1 431;565;9 369
528/1W/2008;26.06.2008;0,760;Mg.;1;3 110;565;9 370
529/1W/2008;29.05.2008;0,000;Mg.;1;6 434;564;9 371
530/1W/2008;18.06.2008;16,840;Mg.;1;6 091;570;9 372
531/1W/2008;20.06.2008;14,380;Mg.;1;6 091;570;9 373
532/1W/2008;24.06.2008;0,000;Mg.;1;313;565;9 374
533/1W/2008;27.06.2008;7,860;Mg.;1;1 431;565;9 375
534/1W/2008;27.06.2008;65,280;Mg.;1;4 435;564;9 376
535/1W/2008;25.06.2008;5,680;Mg.;1;1 763;565;9 377
536/1W/2008;08.07.2008;4,940;Mg.;1;1 763;565;9 378
537/1W/2008;17.06.2008;8,460;Mg.;1;1 756;570;9 379
538/1W/2008;18.06.2008;9,200;Mg.;1;1 756;570;9 380
539/1W/2008;20.06.2008;5,740;Mg.;1;1 756;570;9 381
540/1W/2008;20.06.2008;19,240;Mg.;1;1 756;570;9 382
541/1W/2008;20.06.2008;61,910;Mg.;1;1 756;570;9 383
542/1W/2008;25.06.2008;10,400;Mg.;1;1 756;570;9 384
543/1W/2008;26.06.2008;6,550;Mg.;1;1 756;570;9 385
544/1W/2008;17.06.2008;35,520;Mg.;1;3 014;564;9 386
545/1W/2008;18.06.2008;12,220;Mg.;1;4 774;570;9 387
546/1W/2008;20.06.2008;12,420;Mg.;1;4 774;570;9 388
547/1W/2008;25.06.2008;16,700;Mg.;1;3 014;564;9 389
548/1W/2008;26.06.2008;36,080;Mg.;1;3 014;564;9 390
549/1W/2008;30.06.2008;17,562;Mg.;1;3 014;564;9 391
550/1W/2008;12.06.2008;1,400;Mg.;1;3 110;565;9 392
551/1W/2008;01.07.2008;3,940;Mg.;1;5 799;565;9 393
552/1W/2008;24.04.2008;9,440;Mg.;1;2 001;579;9 394
553/1W/2008;25.04.2008;9,240;Mg.;1;2 001;579;9 395
554/1W/2008;25.04.2008;9,300;Mg.;1;2 001;579;9 396
555/1W/2008;03.06.2008;1,020;Mg.;1;2 001;579;9 397
556/1W/2008;03.06.2008;12,700;Mg.;1;2 001;579;9 398
557/1W/2008;04.06.2008;12,560;Mg.;1;2 001;579;9 399
558/1W/2008;05.06.2008;14,120;Mg.;1;2 001;579;9 400
559/1W/2008;05.06.2008;12,880;Mg.;1;2 001;579;9 401
560/1W/2008;06.06.2008;12,660;Mg.;1;2 001;579;9 402
561/1W/2008;09.06.2008;12,580;Mg.;1;2 001;579;9 403
562/1W/2008;10.06.2008;1,360;Mg.;1;2 001;579;9 404
563/1W/2008;11.06.2008;13,440;Mg.;1;2 001;579;9 405
564/1W/2008;11.06.2008;12,360;Mg.;1;2 001;579;9 406
565/1W/2008;16.06.2008;0,680;Mg.;1;2 001;579;9 407
503/0W/2008;14.05.2008;0,000;Szt.;0;6 443;604;9 408
259/0W/2009;17.03.2009;23,720;Mg.;0;1 494;531;11 929
504/0W/2008;16.05.2008;0,000;Szt.;0;194;604;9 409
505/0W/2008;09.06.2008;16 671,000;Szt.;0;194;604;9 410
506/0W/2008;09.06.2008;9 267,000;Szt.;0;194;604;9 411
507/0W/2008;18.06.2008;8 059,000;Szt.;0;194;604;9 412
508/0W/2008;18.06.2008;4 573,000;Szt.;0;194;604;9 413
509/0W/2008;24.06.2008;25 138,000;Szt.;0;194;604;9 414
510/0W/2008;24.06.2008;1 507,000;Szt.;0;194;604;9 415
511/0W/2008;24.06.2008;3 099,000;Szt.;0;6 546;604;9 416
512/0W/2008;21.02.2008;0,030;Mg.;0;3 740;205;9 417
513/0W/2008;21.02.2008;0,004;Mg.;0;3 740;865;9 418
514/0W/2008;21.02.2008;0,001;Mg.;0;3 740;604;9 419
515/0W/2008;03.07.2008;1,030;Mg.;0;1 128;523;9 420
516/0W/2008;03.07.2008;2,360;Mg.;0;1 128;525;9 421
517/0W/2008;03.07.2008;0,222;Mg.;0;1 128;536;9 422
518/0W/2008;03.07.2008;21,548;Mg.;0;1 128;554;9 423
519/0W/2008;07.07.2008;24,720;Mg.;0;1 128;522;9 424
520/0W/2008;10.07.2008;24,700;Mg.;0;827;531;9 425
521/0W/2008;14.07.2008;22,841;Mg.;0;827;531;9 426
522/0W/2008;16.07.2008;24,394;Mg.;0;827;522;9 427
523/0W/2008;21.07.2008;8,596;Mg.;0;1 128;525;9 428
524/0W/2008;21.07.2008;1,326;Mg.;0;1 128;536;9 429
525/0W/2008;21.07.2008;14,038;Mg.;0;1 128;522;9 430
526/0W/2008;21.07.2008;10,500;Mg.;0;1 128;535;9 431
527/0W/2008;21.07.2008;14,620;Mg.;0;1 128;522;9 432
566/1W/2008;10.07.2008;24,700;Mg.;1;1 129;531;9 433
567/1W/2008;31.05.2008;36,280;Mg.;1;2 013;579;9 434
568/1W/2008;30.06.2008;64,080;Mg.;1;2 013;579;9 435
569/1W/2008;30.06.2008;23,320;Mg.;1;4 774;570;9 436
570/1W/2008;03.07.2008;2,080;Mg.;1;313;565;9 437
571/1W/2008;02.07.2008;28,900;Mg.;1;6 091;570;9 438
572/1W/2008;01.07.2008;23,720;Mg.;1;6 091;570;9 439
573/1W/2008;26.06.2008;3,240;Mg.;1;6 091;570;9 440
574/1W/2008;21.06.2008;3,460;Mg.;1;2 195;565;9 441
575/1W/2008;09.07.2008;16,810;Mg.;1;4 774;570;9 442
576/1W/2008;24.06.2008;23,010;Mg.;1;4 774;570;9 443
577/1W/2008;10.06.2008;9,020;Mg.;1;6 043;565;9 444
578/1W/2008;24.06.2008;16,660;Mg.;1;6 043;564;9 445
579/1W/2008;28.05.2008;4,940;Mg.;1;5 688;564;9 446
580/1W/2008;07.07.2008;0,340;Mg.;1;3 110;565;9 447
581/1W/2008;26.06.2008;0,000;Mg.;1;3 110;565;9 448
582/1W/2008;28.05.2008;3,220;Mg.;1;5 688;565;9 449
583/1W/2008;21.06.2008;28,280;Mg.;1;1 756;570;9 450
584/1W/2008;02.07.2008;1,880;Mg.;1;1 756;570;9 451
585/1W/2008;01.07.2008;31,730;Mg.;1;1 756;570;9 452
586/1W/2008;04.07.2008;7,160;Mg.;1;1 756;570;9 453
587/1W/2008;03.07.2008;29,170;Mg.;1;1 756;570;9 454
588/1W/2008;01.07.2008;49,740;Mg.;1;1 756;570;9 455
589/1W/2008;08.07.2008;13,640;Mg.;1;1 756;570;9 456
590/1W/2008;07.07.2008;17,480;Mg.;1;1 756;570;9 457
591/1W/2008;28.05.2008;0,000;Mg.;1;5 688;565;9 458
592/1W/2008;07.07.2008;20,660;Mg.;1;6 091;570;9 459
593/1W/2008;10.07.2008;6,200;Mg.;1;6 091;570;9 460
594/1W/2008;10.07.2008;20,910;Mg.;1;4 774;570;9 461
595/1W/2008;03.07.2008;23,480;Mg.;1;4 774;570;9 462
596/1W/2008;25.06.2008;38,740;Mg.;1;5 688;564;9 463
597/1W/2008;26.06.2008;6,610;Mg.;1;5 688;564;9 464
598/1W/2008;16.06.2008;10,900;Mg.;1;1 892;565;9 465
599/1W/2008;01.07.2008;3,610;Mg.;1;3 016;579;9 466
600/1W/2008;28.05.2008;0,000;Mg.;1;5 688;564;9 467
601/1W/2008;24.06.2008;3,070;Mg.;1;5 688;565;9 468
602/1W/2008;30.06.2008;1,240;Mg.;1;2 001;579;9 469
603/1W/2008;19.06.2008;1,900;Mg.;1;2 001;579;9 470
604/1W/2008;10.06.2008;2,080;Mg.;1;2 001;579;9 471
605/1W/2008;25.07.2008;13,040;Mg.;1;1 763;565;9 472
606/1W/2008;11.07.2008;3,920;Mg.;1;5 799;565;9 473
607/1W/2008;12.06.2008;4,060;Mg.;1;2 001;579;9 474
608/1W/2008;20.06.2008;12,520;Mg.;1;2 001;579;9 475
609/1W/2008;23.06.2008;13,560;Mg.;1;2 001;579;9 476
610/1W/2008;14.07.2008;10,960;Mg.;1;2 001;579;9 477
611/1W/2008;21.07.2008;7,440;Mg.;1;2 001;579;9 478
528/0W/2008;14.07.2008;1,799;Mg.;0;827;531;9 479
529/0W/2008;16.07.2008;0,246;Mg.;0;827;522;9 480
530/0W/2008;27.02.2008;0,000;Mg.;0;1 494;531;9 481
531/0W/2008;20.03.2008;53,000;Mg.;0;1 494;531;9 482
532/0W/2008;20.03.2008;54,600;Mg.;0;1 494;531;9 483
533/0W/2008;20.03.2008;54,500;Mg.;0;1 494;531;9 484
534/0W/2008;20.03.2008;48,600;Mg.;0;1 494;531;9 485
535/0W/2008;01.04.2008;62,350;Mg.;0;1 494;531;9 486
536/0W/2008;01.04.2008;59,340;Mg.;0;1 494;531;9 487
537/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 488
538/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 489
612/1W/2008;14.07.2008;24,640;Mg.;1;1 129;531;9 490
539/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 491
613/1W/2008;16.07.2008;24,640;Mg.;1;1 129;522;9 492
540/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 493
541/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 494
542/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 495
543/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 496
260/0W/2009;24.03.2009;23,280;Mg.;0;1 494;531;11 930
544/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 497
545/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 498
546/0W/2008;15.07.2008;0,000;Mg.;0;827;531;9 499
614/1W/2008;08.07.2008;8,380;Mg.;1;1 892;565;9 500
615/1W/2008;10.07.2008;8,740;Mg.;1;1 892;565;9 501
616/1W/2008;17.07.2008;11,840;Mg.;1;6 091;570;9 502
617/1W/2008;04.07.2008;23,640;Mg.;1;6 091;570;9 503
618/1W/2008;21.05.2008;1,900;Mg.;1;2 001;579;9 504
619/1W/2008;12.06.2008;0,000;Mg.;1;2 001;579;9 505
620/1W/2008;02.06.2008;10,040;Mg.;1;5 969;579;9 506
621/1W/2008;31.03.2008;6,620;Mg.;1;2 013;579;9 507
1/2W/2008;27.06.2008;3 400,000;Szt.;2;6 546;604;9 508
2/2W/2008;27.06.2008;16 750,000;Szt.;2;6 546;604;9 509
3/2W/2008;25.07.2008;17 500,000;Szt.;2;194;604;9 510
4/2W/2008;25.07.2008;20 400,000;Szt.;2;194;604;9 511
5/2W/2008;28.07.2008;11 300,000;Szt.;2;6 546;604;9 512
622/1W/2008;22.07.2008;14,020;Mg.;1;2 001;579;9 513
623/1W/2008;25.07.2008;14,720;Mg.;1;2 001;579;9 514
624/1W/2008;14.07.2008;8,340;Mg.;1;1 756;570;9 515
625/1W/2008;14.07.2008;21,380;Mg.;1;1 756;570;9 516
626/1W/2008;16.07.2008;11,340;Mg.;1;1 756;570;9 517
627/1W/2008;16.07.2008;18,160;Mg.;1;1 756;570;9 518
628/1W/2008;17.07.2008;9,380;Mg.;1;1 756;570;9 519
629/1W/2008;17.07.2008;7,580;Mg.;1;1 756;570;9 520
630/1W/2008;17.07.2008;19,730;Mg.;1;1 756;570;9 521
631/1W/2008;18.07.2008;25,500;Mg.;1;1 756;570;9 522
632/1W/2008;22.07.2008;24,560;Mg.;1;6 091;570;9 523
633/1W/2008;23.07.2008;13,860;Mg.;1;6 091;570;9 524
634/1W/2008;03.07.2008;8,540;Mg.;1;1 431;565;9 525
635/1W/2008;10.07.2008;6,480;Mg.;1;1 431;565;9 526
636/1W/2008;16.07.2008;9,180;Mg.;1;1 431;565;9 527
637/1W/2008;24.07.2008;7,640;Mg.;1;1 431;565;9 528
638/1W/2008;05.08.2008;6,400;Mg.;1;1 763;565;9 529
639/1W/2008;29.07.2008;5,280;Mg.;1;2 001;579;9 530
547/0W/2008;09.07.2008;7 198,000;Szt.;0;3 740;604;9 533
640/1W/2008;29.07.2008;2,180;Mg.;1;2 001;579;9 531
641/1W/2008;23.04.2008;0,240;Mg.;1;2 363;570;9 532
548/0W/2008;02.07.2008;19 206,000;Szt.;0;194;604;9 534
549/0W/2008;11.07.2008;44 834,000;Szt.;0;194;604;9 535
550/0W/2008;11.07.2008;24 827,000;Szt.;0;194;604;9 536
551/0W/2008;25.07.2008;14 109,000;Szt.;0;194;604;9 537
552/0W/2008;25.07.2008;14 761,000;Szt.;0;194;604;9 538
553/0W/2008;09.01.2008;24,080;Mg.;0;1 900;548;9 539
554/0W/2008;10.01.2008;27,400;Mg.;0;1 900;548;9 540
555/0W/2008;11.01.2008;26,300;Mg.;0;1 900;548;9 541
556/0W/2008;17.01.2008;26,640;Mg.;0;1 900;548;9 542
557/0W/2008;21.01.2008;30,200;Mg.;0;1 900;548;9 543
558/0W/2008;22.01.2008;26,720;Mg.;0;1 900;548;9 544
559/0W/2008;23.01.2008;28,060;Mg.;0;1 900;548;9 545
560/0W/2008;29.01.2008;28,720;Mg.;0;1 900;548;9 546
561/0W/2008;04.02.2008;27,800;Mg.;0;1 900;548;9 547
562/0W/2008;11.02.2008;15,620;Mg.;0;1 900;548;9 548
563/0W/2008;13.02.2008;22,880;Mg.;0;1 900;548;9 549
564/0W/2008;26.03.2008;18,650;Mg.;0;1 900;545;9 550
565/0W/2008;04.04.2008;23,280;Mg.;0;1 900;500;9 551
566/0W/2008;08.04.2008;23,260;Mg.;0;1 900;500;9 552
567/0W/2008;10.04.2008;4,560;Mg.;0;1 900;363;9 553
568/0W/2008;10.04.2008;4,220;Mg.;0;1 900;763;9 554
569/0W/2008;20.08.2008;11,060;Mg.;0;1 900;520;9 555
